course_id,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year_p,month_p,date_p,is_success
676764,True,150,461,45,44,All Levels,5.0,Business Finance,2015,12,9,0
696342,True,150,152,27,26,All Levels,3.0,Business Finance,2017,2,7,0
41145,True,60,1017,74,20,Beginner Level,3.0,Business Finance,2013,2,15,0
145220,True,20,1074,6,13,All Levels,1.0,Business Finance,2014,1,13,0
868686,True,50,440,17,10,Beginner Level,1.0,Business Finance,2016,6,15,0
745110,True,20,978,7,13,Beginner Level,0.53,Business Finance,2016,1,29,0
745832,True,200,36,1,12,All Levels,1.5,Business Finance,2017,4,17,0
43778,True,20,74,1,14,All Levels,1.0,Business Finance,2013,2,27,0
19653,True,20,78,3,10,Beginner Level,1.5,Business Finance,2012,6,27,0
1013190,True,100,10,1,8,Intermediate Level,1.0,Business Finance,2016,12,19,0
824034,True,45,39,6,37,All Levels,3.0,Business Finance,2016,8,26,0
370440,True,50,37,3,22,Beginner Level,4.0,Business Finance,2014,12,29,0
312860,False,0,2166,38,20,All Levels,3.0,Business Finance,2014,10,6,1
168358,True,50,78,6,57,All Levels,3.5,Business Finance,2014,3,6,0
721746,True,50,21,3,24,All Levels,0.7,Business Finance,2016,2,13,0
885342,False,0,1086,37,5,Beginner Level,0.62,Business Finance,2016,12,19,0
811416,True,50,7,4,29,All Levels,3.5,Business Finance,2016,4,6,0
35131,True,25,168,9,75,Beginner Level,3.5,Business Finance,2013,1,9,0
570844,True,150,2801,6,25,All Levels,1.5,Business Finance,2015,8,16,1
189996,False,0,12217,351,17,Beginner Level,1.0,Business Finance,2014,4,29,1
716828,False,0,6185,138,20,All Levels,3.0,Business Finance,2016,1,18,1
702138,True,25,477,70,41,All Levels,4.0,Business Finance,2016,1,10,0
130298,True,50,1334,86,54,Beginner Level,6.0,Business Finance,2014,1,5,0
709536,False,0,5407,192,11,Intermediate Level,1.0,Business Finance,2016,1,25,1
706942,False,0,9483,183,22,Beginner Level,2.0,Business Finance,2016,1,14,1
297762,True,50,1032,60,55,All Levels,7.0,Business Finance,2014,10,1,0
614472,False,0,8236,144,25,All Levels,5.0,Business Finance,2015,10,9,1
463834,True,20,2383,6,19,All Levels,2.5,Business Finance,2015,3,31,1
934614,False,0,3283,109,42,Beginner Level,2.5,Business Finance,2016,9,15,1
430968,True,25,2650,5,17,Beginner Level,1.0,Business Finance,2015,2,24,1
305368,True,20,1551,5,55,Beginner Level,7.5,Business Finance,2014,9,22,1
179446,True,50,545,48,42,All Levels,7.5,Business Finance,2014,3,12,0
443502,True,25,663,10,79,All Levels,5.5,Business Finance,2015,4,16,0
414246,False,0,3519,102,6,Beginner Level,1.0,Business Finance,2015,2,6,1
571506,True,125,825,11,34,All Levels,2.0,Business Finance,2016,8,22,0
1101382,True,200,70,11,16,All Levels,2.0,Business Finance,2017,2,13,0
638966,True,120,357,71,20,All Levels,2.0,Business Finance,2016,5,3,0
757508,True,20,853,4,35,Beginner Level,5.0,Business Finance,2016,3,8,0
180384,True,50,397,24,19,All Levels,3.0,Business Finance,2014,3,12,0
812798,True,195,74,8,17,Beginner Level,3.0,Business Finance,2016,4,7,0
364206,True,20,1254,2,64,All Levels,7.0,Business Finance,2014,12,11,0
742142,True,60,89,4,10,Intermediate Level,1.0,Business Finance,2016,2,10,0
895030,True,20,38,6,16,All Levels,1.0,Business Finance,2016,7,4,0
516168,True,50,18,4,5,Intermediate Level,1.0,Business Finance,2015,6,1,0
612528,True,20,103,3,27,All Levels,4.5,Business Finance,2015,9,17,0
597084,True,50,7,3,28,Intermediate Level,2.5,Business Finance,2015,10,26,0
544556,True,95,104,1,11,All Levels,1.0,Business Finance,2015,7,7,0
953490,True,150,42,1,11,All Levels,3.0,Business Finance,2016,9,13,0
221872,True,20,507,5,15,Expert Level,1.0,Business Finance,2014,11,19,0
662318,True,20,241,5,26,Beginner Level,2.5,Business Finance,2015,11,9,0
73044,True,50,226,5,13,Beginner Level,5.5,Business Finance,2013,8,5,0
714188,True,20,50,6,12,All Levels,3.0,Business Finance,2016,1,4,0
548044,True,50,100,23,25,All Levels,2.0,Business Finance,2015,7,23,0
498360,True,50,99,12,26,All Levels,3.0,Business Finance,2015,7,6,0
425338,True,40,99,17,27,Beginner Level,1.0,Business Finance,2015,4,6,0
164102,True,30,1192,12,38,Beginner Level,12.0,Business Finance,2014,2,21,0
902888,True,50,209,13,37,All Levels,7.0,Business Finance,2016,7,13,0
245822,False,0,5529,90,5,All Levels,2.0,Business Finance,2014,6,18,1
729128,True,35,81,8,33,All Levels,1.0,Business Finance,2016,1,21,0
773650,False,0,1924,120,5,Beginner Level,1.0,Business Finance,2016,2,25,1
466632,True,20,646,6,17,All Levels,1.0,Business Finance,2015,9,13,0
466774,True,20,520,10,9,Beginner Level,0.53,Business Finance,2015,5,1,0
442114,True,30,1440,0,21,Beginner Level,1.0,Business Finance,2015,3,10,0
781954,True,150,452,14,444,All Levels,45.0,Business Finance,2016,3,4,0
902150,True,75,178,16,27,All Levels,1.5,Business Finance,2016,7,15,0
1169188,True,50,21,2,54,All Levels,1.5,Business Finance,2017,4,14,0
1201912,True,100,12,4,17,Intermediate Level,2.5,Business Finance,2017,5,17,0
167316,True,20,209,33,33,All Levels,70.0,Business Finance,2014,3,7,0
1028656,False,0,505,43,10,Beginner Level,1.5,Business Finance,2016,12,3,0
645890,True,90,16,4,24,All Levels,4.0,Business Finance,2015,10,23,0
559328,True,20,25,1,25,All Levels,6.0,Business Finance,2015,7,30,0
1225194,False,0,229,0,33,All Levels,2.0,Business Finance,2017,5,26,0
734280,True,25,6,1,27,Beginner Level,4.5,Business Finance,2016,2,8,0
1164568,True,20,1,1,6,All Levels,0.6,Business Finance,2017,5,4,0
43291,True,50,10,1,5,Intermediate Level,1.0,Business Finance,2015,1,30,0
1034560,True,60,1,1,33,All Levels,6.0,Business Finance,2016,12,13,0
871682,True,20,34,4,9,All Levels,8.0,Business Finance,2016,6,30,0
1057040,True,90,0,0,12,Beginner Level,1.0,Business Finance,2017,2,8,0
1032648,True,20,0,0,12,Intermediate Level,0.63,Business Finance,2016,12,26,0
1087466,True,20,0,0,7,Beginner Level,0.62,Business Finance,2017,2,2,0
1058852,True,50,0,0,6,Intermediate Level,0.53,Business Finance,2017,5,2,0
1083744,True,200,0,0,10,All Levels,2.0,Business Finance,2017,2,15,0
1271430,True,100,0,0,7,All Levels,1.5,Business Finance,2017,6,28,0
715476,True,160,0,0,6,All Levels,1.0,Business Finance,2016,1,6,0
1219820,True,20,0,0,9,All Levels,1.0,Business Finance,2017,5,25,0
1136038,True,25,0,0,27,Beginner Level,1.0,Business Finance,2017,4,17,0
1232282,True,50,0,0,10,Beginner Level,1.5,Business Finance,2017,6,28,0
41961,True,60,459,25,14,Beginner Level,3.0,Business Finance,2013,2,17,0
42040,True,60,266,20,14,Intermediate Level,3.0,Business Finance,2013,2,18,0
1039442,True,150,104,10,21,All Levels,2.0,Business Finance,2017,2,17,0
615602,True,20,1509,0,9,All Levels,0.72,Business Finance,2015,9,23,1
235112,True,20,212,25,14,Intermediate Level,1.5,Business Finance,2014,6,2,0
551910,True,25,462,18,34,All Levels,1.0,Business Finance,2015,7,16,0
1051430,True,200,90,12,35,Intermediate Level,2.5,Business Finance,2016,12,29,0
828596,True,30,153,41,27,Intermediate Level,2.0,Business Finance,2016,5,16,0
258894,True,50,1055,21,64,Beginner Level,3.5,Business Finance,2014,7,11,0
138560,True,20,157,13,9,All Levels,2.5,Business Finance,2014,1,14,0
689868,True,200,103,25,12,All Levels,2.5,Business Finance,2015,12,14,0
1020244,False,0,1067,50,35,All Levels,2.0,Business Finance,2016,12,14,0
858764,True,20,58,11,28,All Levels,1.5,Business Finance,2016,6,14,0
941310,True,20,74,17,30,Beginner Level,4.5,Business Finance,2016,10,12,0
1214144,False,0,338,7,6,Beginner Level,1.0,Business Finance,2017,5,30,0
492344,True,20,27,5,6,All Levels,1.0,Business Finance,2015,8,25,0
815672,True,75,76,13,77,Beginner Level,6.0,Business Finance,2016,4,27,0
376712,True,30,27,5,12,Beginner Level,2.0,Business Finance,2015,1,9,0
869716,True,20,68,10,45,Intermediate Level,2.5,Business Finance,2016,7,1,0
754156,True,20,112,18,33,Beginner Level,2.0,Business Finance,2016,2,22,0
709816,True,20,72,17,37,All Levels,1.5,Business Finance,2016,1,8,0
680046,True,145,335,16,26,All Levels,1.5,Business Finance,2015,12,16,0
1138162,True,200,22,5,18,All Levels,3.5,Business Finance,2017,3,11,0
829182,True,30,41,3,37,Beginner Level,3.0,Business Finance,2016,5,25,0
1163242,True,20,1,0,31,Beginner Level,7.5,Business Finance,2017,4,23,0
46933,True,30,16,0,23,Beginner Level,3.0,Business Finance,2013,4,23,0
954842,True,25,3,0,10,Beginner Level,1.0,Business Finance,2017,5,3,0
868112,True,45,4,0,7,Beginner Level,1.0,Business Finance,2016,6,3,0
1056242,True,35,2,0,127,Intermediate Level,31.5,Business Finance,2017,1,18,0
113712,True,20,12,1,6,All Levels,0.53,Business Finance,2013,12,5,0
146454,True,20,10,1,12,Intermediate Level,1.5,Business Finance,2014,1,20,0
56926,True,20,12,1,11,All Levels,1.5,Business Finance,2013,6,28,0
589778,True,20,5,2,59,Beginner Level,2.0,Business Finance,2015,8,23,0
1113702,True,20,1,0,13,All Levels,3.0,Business Finance,2017,3,27,0
1072220,True,95,2,0,59,All Levels,4.5,Business Finance,2017,5,22,0
101038,True,20,9,0,13,Beginner Level,1.5,Business Finance,2015,3,29,0
417088,True,35,42,2,13,All Levels,1.5,Business Finance,2015,2,13,0
258954,True,30,110,6,25,All Levels,4.0,Business Finance,2014,7,21,0
298044,True,35,420,2,14,Beginner Level,1.0,Business Finance,2014,11,19,0
593962,True,50,206,13,50,All Levels,10.0,Business Finance,2015,9,15,0
941520,True,60,164,3,22,All Levels,1.5,Business Finance,2016,9,25,0
64173,True,30,69,2,16,All Levels,1.0,Business Finance,2013,7,15,0
371828,True,20,28,2,26,Intermediate Level,2.5,Business Finance,2015,7,24,0
974954,True,20,90,4,15,Beginner Level,0.63,Business Finance,2016,10,11,0
818572,True,20,13,2,17,Intermediate Level,1.5,Business Finance,2016,5,5,0
115752,True,20,31,2,5,Beginner Level,1.0,Business Finance,2013,11,28,0
731150,True,50,13,2,98,All Levels,0.52,Business Finance,2016,1,19,0
627772,False,0,2119,111,54,All Levels,2.0,Business Finance,2015,10,28,1
850726,True,25,136,28,21,All Levels,3.0,Business Finance,2016,5,16,0
136244,True,20,797,15,16,All Levels,3.0,Business Finance,2013,12,24,0
485889,True,180,503,43,286,All Levels,29.5,Business Finance,2015,4,26,0
507778,True,95,1150,6,27,All Levels,2.5,Business Finance,2015,5,25,0
422918,True,20,1403,6,14,Beginner Level,2.0,Business Finance,2015,6,1,0
362530,True,20,916,6,23,All Levels,6.5,Business Finance,2014,12,11,0
579642,True,20,627,5,27,All Levels,1.0,Business Finance,2015,10,17,0
1022796,True,200,168,7,27,All Levels,2.0,Business Finance,2017,1,23,0
793084,False,0,2554,20,10,Beginner Level,1.0,Business Finance,2017,3,9,1
881062,True,30,120,17,19,Beginner Level,2.0,Business Finance,2016,7,26,0
838260,True,20,750,13,28,All Levels,2.5,Business Finance,2016,5,5,0
380542,True,50,217,19,9,All Levels,2.0,Business Finance,2015,1,8,0
772480,True,50,106,13,12,Beginner Level,1.0,Business Finance,2016,2,24,0
576906,True,50,397,4,36,Beginner Level,3.0,Business Finance,2015,11,23,0
410196,True,20,44,3,8,All Levels,1.0,Business Finance,2015,3,26,0
581662,True,50,30,3,6,All Levels,1.0,Business Finance,2015,8,13,0
1088102,True,20,95,3,20,All Levels,1.0,Business Finance,2017,2,2,0
788756,True,95,55,9,15,All Levels,1.0,Business Finance,2016,3,29,0
380206,True,100,94,15,9,All Levels,1.0,Business Finance,2015,1,8,0
160322,True,20,578,7,34,Beginner Level,6.0,Business Finance,2014,5,19,0
610812,True,20,393,5,34,All Levels,5.0,Business Finance,2015,9,15,0
288256,True,20,116,6,12,All Levels,3.0,Business Finance,2014,8,28,0
662996,False,0,1888,42,25,All Levels,2.0,Business Finance,2015,12,17,1
101234,True,45,412,19,74,All Levels,13.0,Business Finance,2013,10,10,0
1113442,True,200,40,7,26,Beginner Level,1.5,Business Finance,2017,2,22,0
746366,True,40,222,12,35,Beginner Level,3.0,Business Finance,2016,2,17,0
186556,True,30,831,1,13,All Levels,2.0,Business Finance,2014,4,14,0
179500,True,50,485,24,20,All Levels,3.5,Business Finance,2014,3,11,0
304000,True,20,232,7,17,All Levels,1.0,Business Finance,2014,9,20,0
334838,True,20,135,20,24,Beginner Level,4.0,Business Finance,2014,11,8,0
302456,True,40,61,16,22,All Levels,2.5,Business Finance,2015,7,16,0
537748,True,20,61,3,27,All Levels,5.0,Business Finance,2015,7,9,0
378464,True,50,874,2,120,All Levels,13.5,Business Finance,2014,12,27,0
532216,True,50,22,5,60,All Levels,2.5,Business Finance,2015,8,3,0
41973,False,0,5597,76,11,Beginner Level,1.0,Business Finance,2013,2,16,1
138004,True,20,261,2,35,Beginner Level,2.5,Business Finance,2013,12,26,0
94532,True,50,83,4,19,Beginner Level,0.68,Business Finance,2014,3,10,0
467238,True,50,152,6,14,Expert Level,3.5,Business Finance,2015,4,8,0
850294,True,20,176,2,12,Intermediate Level,2.5,Business Finance,2016,6,7,0
1110256,True,35,8,4,10,All Levels,0.67,Business Finance,2017,4,20,0
439210,True,20,327,1,12,Beginner Level,0.45,Business Finance,2015,3,27,0
597164,True,95,264,0,79,All Levels,3.0,Business Finance,2015,10,8,0
773502,True,20,15,4,36,Beginner Level,4.5,Business Finance,2017,5,1,0
262818,True,35,104,2,16,Intermediate Level,1.5,Business Finance,2014,7,31,0
255046,True,40,71,3,19,Beginner Level,1.5,Business Finance,2014,7,22,0
295909,True,110,26,6,49,All Levels,4.0,Business Finance,2014,9,21,0
1153876,True,20,11,2,28,Beginner Level,6.5,Business Finance,2017,4,3,0
83736,True,20,1294,7,58,Beginner Level,5.5,Business Finance,2013,8,28,0
75182,True,95,32,7,7,All Levels,0.52,Business Finance,2013,8,29,0
236070,True,135,313,16,25,All Levels,2.5,Business Finance,2016,11,28,0
788796,True,50,635,4,6,All Levels,0.68,Business Finance,2016,3,22,0
508796,True,30,1311,2,12,All Levels,1.5,Business Finance,2015,5,22,0
739910,True,70,288,9,13,Intermediate Level,1.0,Business Finance,2016,1,25,0
725872,True,200,97,18,29,All Levels,3.0,Business Finance,2016,3,10,0
894336,True,20,53,16,7,Intermediate Level,1.0,Business Finance,2016,7,4,0
334820,True,40,1102,3,14,Beginner Level,0.57,Business Finance,2014,12,24,0
619786,True,195,57,11,18,All Levels,1.0,Business Finance,2016,5,16,0
179820,True,50,694,35,27,All Levels,4.5,Business Finance,2014,3,11,0
322332,True,50,137,14,21,Beginner Level,3.0,Business Finance,2015,3,29,0
597424,True,115,12,1,25,All Levels,2.5,Business Finance,2016,11,1,0
1089610,True,20,18,0,6,All Levels,1.5,Business Finance,2017,2,24,0
166842,True,20,170,0,16,All Levels,1.5,Business Finance,2014,2,24,0
408232,True,50,119,0,27,All Levels,5.0,Business Finance,2015,2,26,0
249376,False,0,2058,22,6,All Levels,0.6,Business Finance,2014,7,5,1
231256,True,25,35,2,28,Beginner Level,4.0,Business Finance,2014,6,17,0
479496,True,50,40,1,27,Beginner Level,2.5,Business Finance,2015,8,5,0
944534,True,150,13,0,19,Intermediate Level,2.0,Business Finance,2016,9,21,0
1153854,True,20,4,0,29,Beginner Level,7.0,Business Finance,2017,4,6,0
74028,True,20,71,1,5,All Levels,1.0,Business Finance,2013,8,12,0
73962,True,20,71,1,5,All Levels,1.0,Business Finance,2013,8,12,0
1156530,True,200,6,0,39,Intermediate Level,2.5,Business Finance,2017,3,29,0
1097288,True,35,1,0,130,Intermediate Level,31.5,Business Finance,2017,2,7,0
614668,True,40,5,0,48,Beginner Level,5.5,Business Finance,2015,11,13,0
1082352,True,50,1,0,6,Beginner Level,0.53,Business Finance,2017,2,26,0
625670,True,20,4,1,6,Intermediate Level,1.0,Business Finance,2015,11,2,0
35409,True,20,10,0,7,Intermediate Level,5.5,Business Finance,2013,6,3,0
250902,True,45,6,0,12,Beginner Level,2.0,Business Finance,2014,6,27,0
1010988,True,25,2,0,34,Beginner Level,2.5,Business Finance,2017,1,2,0
855816,True,20,2,0,24,Beginner Level,2.0,Business Finance,2016,5,23,0
813360,True,50,2,1,27,All Levels,3.5,Business Finance,2016,4,7,0
813516,True,50,2,0,22,All Levels,2.0,Business Finance,2016,4,7,0
302484,True,35,6,0,7,All Levels,1.0,Business Finance,2016,11,18,0
861764,True,30,2,1,10,Intermediate Level,1.5,Business Finance,2016,6,28,0
765238,True,170,206,39,39,All Levels,6.5,Business Finance,2016,3,12,0
542950,True,20,313,14,25,Beginner Level,1.0,Business Finance,2015,7,5,0
307080,True,20,193,19,14,Beginner Level,1.0,Business Finance,2014,12,17,0
469848,True,30,66,16,11,Beginner Level,1.0,Business Finance,2015,4,9,0
581498,True,30,270,22,24,All Levels,3.5,Business Finance,2015,8,14,0
849896,True,20,139,36,29,Beginner Level,2.0,Business Finance,2016,6,9,0
1174084,True,35,77,5,28,Intermediate Level,2.0,Business Finance,2017,4,26,0
801702,True,195,225,41,33,All Levels,5.0,Business Finance,2016,3,30,0
786984,True,150,23,6,25,All Levels,1.5,Business Finance,2016,3,10,0
255592,False,0,4876,210,36,Intermediate Level,4.5,Business Finance,2014,9,11,1
514844,True,20,244,13,21,Beginner Level,2.5,Business Finance,2015,6,16,0
998706,False,0,1278,200,13,Beginner Level,1.5,Business Finance,2016,11,3,0
644020,True,85,31,5,40,All Levels,10.5,Business Finance,2015,11,26,0
1250742,True,75,8,0,45,Beginner Level,6.0,Business Finance,2017,6,14,0
54246,True,45,40,6,18,Intermediate Level,1.0,Business Finance,2013,5,16,0
805630,True,25,9,5,9,Beginner Level,2.0,Business Finance,2016,4,1,0
315716,True,20,45,2,49,All Levels,8.5,Business Finance,2014,10,14,0
1124276,True,80,13,3,12,All Levels,0.73,Business Finance,2017,3,13,0
1227792,True,200,4,1,40,All Levels,8.5,Business Finance,2017,5,29,0
769340,True,150,20,5,29,All Levels,2.0,Business Finance,2016,2,25,0
737182,True,20,9,2,25,All Levels,3.0,Business Finance,2016,5,26,0
960786,True,85,29,3,24,All Levels,0.65,Business Finance,2016,11,28,0
657050,True,20,6,2,13,All Levels,1.5,Business Finance,2015,11,12,0
1196700,True,45,7,1,27,Beginner Level,3.5,Business Finance,2017,5,31,0
1137310,True,25,859,49,23,Beginner Level,2.0,Business Finance,2017,3,31,0
632368,True,30,5983,135,7,Beginner Level,0.62,Business Finance,2015,10,6,1
571730,True,200,1673,547,40,Beginner Level,5.5,Business Finance,2015,8,10,1
720994,True,115,1284,230,45,All Levels,4.5,Business Finance,2016,1,29,0
1080466,True,30,394,109,73,All Levels,5.5,Business Finance,2017,2,6,0
907416,True,45,689,145,16,All Levels,2.0,Business Finance,2016,8,22,0
1062144,True,130,649,37,29,Beginner Level,1.5,Business Finance,2017,5,1,0
1097486,True,140,187,47,38,Beginner Level,3.0,Business Finance,2017,3,7,0
396890,True,30,1798,40,15,Beginner Level,1.5,Business Finance,2015,1,27,1
945194,True,20,465,51,28,Beginner Level,1.0,Business Finance,2016,9,12,0
598846,True,140,813,94,52,Beginner Level,5.0,Business Finance,2015,10,5,0
950750,True,20,326,23,14,Expert Level,1.0,Business Finance,2016,9,12,0
740764,True,85,26,1,17,Beginner Level,2.0,Business Finance,2016,5,17,0
739972,True,20,26,3,14,All Levels,1.0,Business Finance,2016,1,26,0
464002,True,20,28,3,14,Expert Level,1.0,Business Finance,2015,4,1,0
343818,True,25,122,2,36,Beginner Level,7.5,Business Finance,2014,11,18,0
434100,True,40,149,0,49,All Levels,4.5,Business Finance,2015,3,8,0
158140,True,20,205,1,5,All Levels,1.0,Business Finance,2014,2,11,0
1141708,True,100,11,0,121,Beginner Level,11.0,Business Finance,2017,4,13,0
1240408,True,175,3,0,27,Beginner Level,1.0,Business Finance,2017,7,4,0
557208,True,40,108,2,37,Beginner Level,3.5,Business Finance,2015,8,4,0
1178150,True,20,8,1,8,All Levels,1.0,Business Finance,2017,4,17,0
93850,True,25,9,3,13,All Levels,1.5,Business Finance,2013,10,2,0
429080,True,20,16,1,11,Intermediate Level,2.0,Business Finance,2017,3,24,0
914164,True,195,11,0,45,Beginner Level,4.5,Business Finance,2016,9,22,0
876898,True,200,12,0,20,All Levels,2.0,Business Finance,2016,10,18,0
877968,True,20,11,0,19,All Levels,4.0,Business Finance,2016,6,20,0
1230950,True,50,2,0,8,Intermediate Level,1.5,Business Finance,2017,6,23,0
953432,True,50,9,4,6,Beginner Level,0.67,Business Finance,2016,10,16,0
872204,True,35,15,1,12,All Levels,1.0,Business Finance,2016,6,27,0
1027678,True,25,7,1,13,Intermediate Level,1.0,Business Finance,2017,3,6,0
304420,True,20,27,2,10,All Levels,1.0,Business Finance,2014,9,22,0
1078254,True,30,5,2,51,All Levels,5.0,Business Finance,2017,2,2,0
1193288,True,30,3,0,41,All Levels,8.5,Business Finance,2017,5,3,0
1106148,True,55,5,0,11,Intermediate Level,1.0,Business Finance,2017,4,17,0
1029322,True,200,5,0,10,All Levels,2.0,Business Finance,2017,1,19,0
676650,True,20,132,9,9,Beginner Level,1.0,Business Finance,2015,11,23,0
129274,True,30,112,16,42,All Levels,4.0,Business Finance,2013,12,11,0
634932,True,125,285,6,18,Beginner Level,1.5,Business Finance,2015,10,26,0
116924,True,25,91,11,35,Beginner Level,8.5,Business Finance,2014,1,29,0
1174086,True,35,32,3,46,All Levels,3.0,Business Finance,2017,4,19,0
369726,False,0,2740,306,10,Beginner Level,2.0,Business Finance,2016,4,2,1
427040,True,20,59,11,7,All Levels,1.5,Business Finance,2015,2,25,0
1132162,True,20,16,4,27,Beginner Level,4.5,Business Finance,2017,3,27,0
1206414,True,85,22,5,47,Beginner Level,5.0,Business Finance,2017,5,18,0
997128,True,25,15,2,14,All Levels,2.0,Business Finance,2016,12,10,0
826168,False,0,1059,96,9,All Levels,1.5,Business Finance,2016,4,21,0
1039930,True,70,187,3,53,All Levels,7.0,Business Finance,2016,12,14,0
1232390,True,100,0,0,13,Beginner Level,3.5,Business Finance,2017,7,3,0
1232312,True,50,0,0,9,Intermediate Level,1.5,Business Finance,2017,6,28,0
1251654,True,75,0,0,13,Beginner Level,2.5,Business Finance,2017,6,29,0
712994,False,0,1089,50,27,All Levels,3.0,Business Finance,2016,1,13,0
1024862,False,0,743,0,7,All Levels,1.0,Business Finance,2017,6,6,0
123242,False,0,1362,7,13,Beginner Level,3.0,Business Finance,2014,2,6,0
788720,False,0,405,3,22,All Levels,1.0,Business Finance,2016,4,11,0
196164,False,0,1168,9,5,All Levels,0.67,Business Finance,2014,4,9,0
1268616,False,0,16,0,15,All Levels,1.5,Business Finance,2017,7,6,0
1100746,True,25,3840,296,33,Intermediate Level,1.5,Business Finance,2017,2,21,1
1005312,True,20,7183,819,14,Beginner Level,1.0,Business Finance,2017,1,19,1
624016,True,195,483,10,40,Intermediate Level,3.5,Business Finance,2015,11,6,0
323916,True,45,172,48,15,All Levels,1.0,Business Finance,2017,5,24,0
743568,True,65,256,29,39,Beginner Level,3.5,Business Finance,2016,3,6,0
479688,True,20,1542,1,24,All Levels,2.0,Business Finance,2015,4,20,1
1189592,True,95,64,7,44,All Levels,8.5,Business Finance,2017,5,3,0
578534,True,30,384,40,44,All Levels,10.5,Business Finance,2015,8,27,0
791574,False,0,3014,19,15,All Levels,1.0,Business Finance,2017,1,3,1
379196,True,40,454,52,39,Beginner Level,2.0,Business Finance,2015,1,9,0
331968,True,50,312,24,37,Intermediate Level,5.5,Business Finance,2014,12,18,0
576636,True,40,315,28,19,All Levels,2.0,Business Finance,2015,8,11,0
724596,True,200,609,32,33,All Levels,2.5,Business Finance,2016,1,12,0
822808,True,195,207,19,11,Beginner Level,1.5,Business Finance,2016,4,29,0
932274,True,200,399,15,15,All Levels,1.0,Business Finance,2016,8,19,0
32908,True,50,1175,92,75,All Levels,12.5,Business Finance,2013,1,15,0
883394,True,20,543,14,11,All Levels,0.6,Business Finance,2016,6,21,0
20185,True,25,1634,142,46,All Levels,7.0,Business Finance,2012,10,1,1
188418,True,195,1013,128,32,All Levels,14.0,Business Finance,2014,3,27,0
975982,True,200,319,19,12,All Levels,1.0,Business Finance,2016,11,17,0
674352,True,200,1125,11,18,Expert Level,1.5,Business Finance,2016,1,28,0
936884,False,0,2481,71,26,All Levels,1.5,Business Finance,2016,8,22,1
707644,True,100,1006,14,17,Beginner Level,1.5,Business Finance,2016,9,3,0
700140,True,20,1044,8,16,All Levels,2.0,Business Finance,2015,12,17,0
546656,True,200,1240,17,20,All Levels,2.5,Business Finance,2016,1,15,0
1041926,True,115,504,5,32,All Levels,1.5,Business Finance,2017,3,23,0
1253868,True,200,15,1,56,All Levels,3.0,Business Finance,2017,6,28,0
645634,True,200,358,8,21,All Levels,2.5,Business Finance,2015,11,11,0
528104,True,50,80,10,27,All Levels,5.5,Business Finance,2015,6,16,0
1053462,True,150,133,3,158,All Levels,17.5,Business Finance,2016,12,29,0
148028,True,20,207,8,30,All Levels,3.5,Business Finance,2014,1,27,0
179824,True,50,426,17,16,All Levels,2.5,Business Finance,2014,3,11,0
777276,True,20,45,10,47,Beginner Level,4.5,Business Finance,2016,6,29,0
174790,True,50,1280,1,27,Intermediate Level,8.5,Business Finance,2014,5,9,0
247940,True,35,142,4,18,All Levels,1.0,Business Finance,2014,6,30,0
42146,True,40,188,7,48,Intermediate Level,6.5,Business Finance,2014,2,27,0
408894,True,20,718,5,28,All Levels,2.0,Business Finance,2015,1,31,0
176136,True,20,293,14,59,All Levels,8.0,Business Finance,2014,3,22,0
929146,True,35,93,13,49,Beginner Level,5.0,Business Finance,2016,8,17,0
260066,True,180,894,62,241,Beginner Level,17.5,Business Finance,2014,7,12,0
682514,True,50,353,21,17,Expert Level,1.5,Business Finance,2016,2,3,0
66383,True,40,829,78,50,Beginner Level,8.5,Business Finance,2013,9,15,0
390198,True,50,1195,3,7,All Levels,2.0,Business Finance,2015,1,12,0
679238,True,95,335,25,29,All Levels,1.5,Business Finance,2015,11,27,0
476622,True,40,500,45,34,Beginner Level,4.0,Business Finance,2015,4,26,0
764010,True,40,159,16,13,All Levels,1.0,Business Finance,2016,2,17,0
178776,True,50,739,54,24,All Levels,4.5,Business Finance,2014,3,11,0
562668,True,20,87,22,86,All Levels,4.0,Business Finance,2015,9,1,0
521952,True,200,185,36,25,All Levels,2.5,Business Finance,2016,10,25,0
692268,True,20,741,4,22,Beginner Level,2.0,Business Finance,2016,1,3,0
258174,True,20,576,1,14,All Levels,1.0,Business Finance,2014,7,9,0
54677,True,25,1046,5,26,All Levels,3.0,Business Finance,2013,5,19,0
619716,True,20,486,3,14,Beginner Level,3.0,Business Finance,2015,9,23,0
986272,True,200,52,8,21,All Levels,1.5,Business Finance,2016,10,29,0
466558,True,20,106,14,24,Beginner Level,0.57,Business Finance,2015,4,20,0
65113,True,50,38,7,17,All Levels,8.0,Business Finance,2013,7,23,0
685190,True,65,32,6,30,All Levels,4.0,Business Finance,2015,12,1,0
179978,True,50,171,8,21,Beginner Level,3.0,Business Finance,2014,3,11,0
248338,True,50,79,5,36,Beginner Level,1.0,Business Finance,2014,9,5,0
455120,True,195,397,4,54,All Levels,3.5,Business Finance,2015,8,27,0
273448,True,20,85,5,17,All Levels,1.5,Business Finance,2014,8,2,0
803028,False,0,1696,22,11,All Levels,0.63,Business Finance,2016,3,25,1
985104,True,20,201,46,19,Beginner Level,2.5,Business Finance,2016,11,11,0
396888,True,30,1235,31,15,Beginner Level,2.5,Business Finance,2015,1,23,0
